PROJ #,DATE ACTIVE,PROJECT NAME,"STRATA 
PLAN","# OF 
UNITS",PM,"ONSITE CONTACT
",STRATA TYPE,"INSURANCE
COMPANY","INSURANCE
EXPIRY (ANNIV)",DATE OF LAST FIRE INSPECTION,"DATE OF LAST
APPRAISAL",APPRAISAL CO. & CONTRACT YEAR,"LIEN
FEE",LIEN INVOICING CODES,"MOVE IN 
FEE","MOVE OUT 
FEE",RSERVICE,FISCAL YEAR END,AGM DEADLINE,LAST AGM HELD / WAIVER SIGNED
5673,1-Oct-21,"AVENUE ONE 
Residential Tower - 1768 Cook Street, Vancouver, B.C. 
Townhouses
1718, 1728, 1738 Cook Street
208, 210, 212 West 1st Avenue
1755, 1765, 1775, 1785 Columbia Street
Vancouver, B.C. V5Y 0N3",EPS6841,248 Residential Units,JT,"Rodrigo Barth
604-306-1705 (do not give out)
avenueone@alliancecleans.com (do not give out)",NORMAL STRATA,BFL Canada,23-Sep-25,,"Monday, September 23, 2024","NORMAC
Year 2 of 3",$200.00 ,,,,,,,
5674,1-Aug-21,"BORDEAUX
4488 Juneau Street
Burnaby, B.C. 
V5C 0M4",EPS7516,140 Residential Units,CF,"Concierge:
bordeaux@rservice.ca
604-319-1225

Building Supervisor: 
Mbouna Nioke (Emile) 
(Mon-Fri 12:45 p.m. ? 4:45 p.m. only)

Cell: 236-996-5909 (do not give out)
bordeauxbm@rservice.ca (do not give out)",NORMAL STRATA,BFL Canada,30-Jun-25,,"Monday, June 30, 2025","NORMAC
Year 2 of 3",$200.00 ,,,,,,,
5675,1-Jul-21,"THE BERESFORD
6288 Beresford Street
Burnaby, B.C. 
V5J 1K2",EPS7457,17 Residential Units,"MC
(Admin Pool is Admin)","Beresford Strata 
beresfordstrata@gmail.com (do not give out)",ACCOUNTING ONLY ,BFL Canada,21-Jun-25,,"Saturday, June 21, 2025","NORMAC
Year 2 of 3",$200.00 ,,,,,,,
5676,1-Aug-21,"KINGS CROSSING 2
7358 Edmonds Street
Burnaby, B.C. 
V3N 0H1",EPS5758,288 Residential Units,"CZ

","Building Manager:
Emile 
Phone: 604-329-4889 
Email: KC2BM@rservice.ca 

Concierge: Muskan
604-780-7181 (do not give out)
concierge@kingscrossing2.com (do not give out)",NORMAL,BFL Canada,15-Feb-26,,"Thursday, February 15, 2024","NORMAC
Year 2 of 3",$200.00 ,,,,,,,
5677,1-Sep-21,"CEDAR CREEK
Phase 1 ? 7133 14th Avenue, Burnaby, BC V3N 0H5

Phase 2 ? 7169 14th Avenue, Burnaby, BC V3N 0H6

Phase 3 ? 7579 16th Street, Burnaby, BC V3N 0H7",EPS7638,"Phase One - 128
Phase Two - 103
Phase Three - 104","CKS/CS  
(Christie)
(Vickie is Admin)","Building Manager:
Armand Tchoudja
Phone: 604-219-5075 
Email: cedarcreek@rservice.ca  
Cell(after hours): 604-329-8399 (do not give out)","NORMAL STRATA, PHASED",Hub International,9-Aug-25,,"Saturday, August 9, 2025","NORMAC
Year 2 of 3",$200.00 ,,"Must provide a $50.00 non-refundable fee prior to a move-in or move out.

Must provide a $150.00 non-refundable fee to the security guard.","Must provide a $50.00 non-refundable fee prior to a move-in or move out.

Must provide a $150.00 non-refundable fee to the security guard.",,,,
5678,1-Sep-21,"KINGS CROSSING 1
7388 Kingsway
Burnaby, BC
V3N 0G9",EPS5757,258 Residential Units,SC,"Concierge
concierge@kingscrossing1.com
604-655-1292",NORMAL,Acera,1-Mar-26,,"Saturday, March 1, 2025","NORMAC
Year 3 of 3",$200.00 ,,,,,,,
5679,1-Dec-21,"THE RESIDENCES AT WILLOUGHBY (PARCEL 3)
JOINT
20727 Willoughby Town Centre Drive
Langley, B.C. 
V2Y 1X1",EPS7877,"91 Residential Units
22 Commercial Units

113 TOTAL UNITS",SA,"BM: Rajan 

Email: the.residences@rservice.ca
Phone: 604-992-2348",SECTIONED STRATA,BFL Canada,"31-Oct-25
(Strata Lots 1-91, 107-113)",,"Tuesday, October 1, 2024","NORMAC
Year 1 of 3",$200.00 ,,,,,,,
5681,1-Jan-22,"CIRRUS
2085 Skyline Court
Burnaby, B.C. 
V5C 0M6 ",EPS6726,"280 Residential Units
","LZ/SR
(VC is Admin)","Concierge:
cirrus@rservice.ca 
778-866-8703

Building Manager:
Enoch Kwame Kongire
778-952-3857
cirrus@alliancecleans.com",NORMAL,Acera,30-Nov-25,28-Mar-25,"Saturday, November 30, 2024","NORMAC
Year 1 of 3",$200.00 ,,$200.00 ,,Yes,31-Jan,,2-Apr-25
5682,1-Dec-21,"HOLLOWAY AT THE BOROUGHS
2070 Oak Meadows Drive
Surrey, B.C.
V3Z 1J1",EPS7662,"PHASE ONE - 24
PHASE TWO - 26
PHASE THREE - 11
PHASE FOUR- 16
PHASE FIVE - 18
PHASE SIX - 16
PHASE SEVEN - 16

TOTAL - 127 units",SA,,"NORMAL, PHASED",Acera,29-Oct-25,,"Tuesday, October 29, 2024","NORMAC
Year 2 of 3",$200.00 ,,,,,,,
5683,1-Nov-21,"SCOTT & NICHOLSON

Building A - Nicholson
6950 Nicholson Road
Delta, BC
V4E 0A8

Building B - Scott
6960 Nicholson Road
Delta, BC
V4E 0A9",EPS5983,"Building A - Nicholson
90 Units

Building B - Scott
98 Units

TOTAL - 188 Units",GR,"Carlos Escoto
scottandnicholsonbm@rservice.ca
778-957-2967",NORMAL,Hub International,30-Sep-25,,"Monday, September 30, 2024","NORMAC
Year 1 of 3",$200.00 ,,$100.00 ,,,,,
5684,1-Nov-21,"HARMONY
222, 224, 226, 228, 230 & 232 East 8th Street
North Vancouver, B.C. 
V7L 1Z1",EPS7928,6 Units,"MC
(Admin Pool is Admin)",,ACCOUNTING ONLY,BFL Canada,29-Oct-25,,"Tuesday, October 29, 2024","NORMAC
Year 1 of 3",$200.00 ,,$150.00 (excluding first move in after unit purchased from developer),,,,,
5685,1-Jan-22,"THE LEX
1249 Granville Street
Vancouver, BC
V6Z 1M5",BCS336,"45 Residential Units
2 Commercial Units ","KZ
","Building Caretaker 
Reza 
kingsmen121@yahoo.com (DO NOT GIVE) 
604-200-4200 (DO NOT GIVE)",NORMAL,BFL Canada,25-Jun-25,,"Wednesday, June 25, 2025","NORMAC
Year 2 of 3",$200.00 ,,$200.00 ,,,,,
5688,1-Dec-21,"LUMA
6688 Arcola Street
Burnaby, BC
V5E 0B3",BCS4066,180 Units,RY,"Krishna Poojary
Office: 778-877-5573 
lumamanager@gmail.com 
8:30 am to 4:30 pm Monday to Friday",NORMAL,Acera,1-Apr-26,,,SUNCORP,$200.00 ,,"$200.00

$500 Refundable Damage Deposit required for move in and move out",,,,,
5689,1-May-22,"TSAWWASSEN LANDING
4738 Hemlock Way
4662 Hemlock Way
Tsawwassen, B.C. 
V4M 0E3

",EPS7865,"Phase 1 - 48 units
Phase 2 - 19 units
Phase 3 - 18 units 
Phase 4 - 18 units Phase 5 - 16 units Phase 6 - 16 units Phase 7 - 21 units Total - 156 units",CL,"Dina Guerrero                                                                                                 
tsawwassen.amenity@rservice.ca
(236) 788-4862                                                                                                                                                    
Mon - Fri 8:30 a.m. - 4:30 p.m.",NORMAL,BFL Canada,1-Apr-26,,"Tuesday, April 1, 2025","NORMAC
Year 2 of 3",$200.00 ,,,,,,,
5690,1-Sep-22,"ONE BURRARD PLACE
(RESIDENTIAL STRATA)
1289 Hornby Street
 Vancouver, B.C. 
V6Z 0G7",EPS8296,394 Units,JT,"Concierge
604-315-8696
one.burrard@rservice.ca 

Building Manager:
Ishwor Gaire
236-777-0076
building.manager@oneburrardplace.com",AIRSPACE PARCEL,BFL Canada,9-Aug-25,,"Saturday, August 9, 2025","NORMAC
Year 1 of 3",,,$150.00 ,$150.00 ,,,,
5691,1-Sep-22,"ONE BURRARD PLACE
(OFFICE STRATA) 
1281 Hornby Street
Vancouver, BC 
V6Z 0G8",EPS8297,42 Units,SA,"Building Staff:
Peter Kwok
236-858-2491 (do not give out)
oneburrardoffice@rservice.ca (do not give out)",,BFL Canada,9-Aug-25,,"Saturday, August 9, 2025","NORMAC
Year 1 of 3",,,,,,,,
5692,,"CLUB ONE
1289 Hornby Street
 Vancouver, B.C. 
V6Z 1W2",,,JT,,"CLUB 
(PART OF ONE BURRARD PLACE)",BFL Canada,9-Aug-25,,"Saturday, August 9, 2025",,,,,,,,,
5693,1-Aug-22,"1335 HOWE
1335 Howe Street
Vancouver, B.C. 
V6Z 0H1",EPS8387,136 Units,"YM/JT
(Ylya)

","Building Manager
Chan Yun
bm1335howe@yahoo.com (do not give out)
604-786-4478 (do not give out)

Concierge
Bryan
1335.howe@rservice.ca (ok to give out)
604-833-1600 (ok to give out)",,BFL Canada,7-Jul-25,,"Monday, July 7, 2025","NORMAC
Year 1 of 3",,,,,,,,
5695,16-Jul-23,"BRIDGEPORT BUSINESS CENTER
2777 Jow Street
Richmond, BC",EPS9314,51 units,MC,"Willis Chen 
604-771-2630 (do not give out)
willis@chunghwa.ca (do not give out)",COMMERCIAL STRATA,HUB,1-Sep-25,,"Sunday, September 1, 2024","NORMAC
Year 2 of 3",,,,,,,,
"5697
5697-E (7433 Cambie)
5697-W (7418 Paulson)",1-Nov-22,"CAMBIE GARDENS
7433 Cambie Street (East Tower)
Vancouver, BC
V6P 0J8

7418 Paulson Street (West Tower)
Vancouver, BC
V6P 0K2",EPS8413,307 Units,"YM/JT
(Ylya)

","Building Manager
Enka Dombom
236-858-7027 (do not give out)
cambie.gardensbm@rservice.ca (do not give out)

Concierge
Tetiana Ovsiienko (lead concierge)
cambie.gardens@rservice.ca
778-875-5705",AIRSPACE PARCEL,BFL Canada,13-Oct-25,,"Sunday, October 13, 2024","NORMAC
Year 3 of 3",,,,,,,,
5699,1-Dec-22,"HILLSIDE WEST
Tower 1 (West)
4720 Lougheed Highway
Burnaby, B.C. V5C 0M8

Tower 2 (East)
4730 Lougheed Highway
Burnaby, B.C. V5C 0M9",EPS8443,892 Units,JT,"Concierge
 Phone: 604-816-8125 
hillsidewest@rservice.ca

Pritam Thapa
604-307-5463 (do not give out)
hillsidewestbm@alliancecleans.com (do not give out)",,BFL Canada,3-Nov-25,,"Sunday, November 3, 2024","NORMAC
Year 3 of 3",,,,,,,,
5700,1-Sep-22,"MCKENZIE MEWS
2267 McKenzie Road
Abbotsford, BC
V2S 0M9 ",EPS8529,48 Units,CG,,NORMAL,BFL Canada,15-Aug-25,,"Friday, August 15, 2025","NORMAC
Year 1 of 3",,,,,,,,
5702,1-Sep-22,"ALBA
2345 Rindall Avenue
Port Coquitlam, BC
V3C 0T1",EPS8757,75 Units,SA,"Building Staff
Jason Leung
604-762-7688(do not give out)
alba@rservice.ca",NORMAL,Hub,31-Aug-25,,"Sunday, August 31, 2025","NORMAC
Year 1 of 3",,,,,,,,
5704,15-Nov-22,"BELMONT PARK
8540 Citation Drive
TH: 8500, 8510, 8520, 8530, 8550, 8560, 8570 & 8580 Citation Drive
Richmond, BC
V6Y 3A3",NW1374,74 Units,CF,"Maria, Council Member
604-277-3900 (do not give out)
mariamarzena1989@gmail.com (do not give out)",NORMAL,JT Insurance,31-Dec-25,,"Tuesday, December 31, 2024","NORMAC
Year 2 of 3",,,,,,,,
5705,1-Nov-22,"THE JERICHO
20362 - 72B Avenue 
Langley, BC 
V2Y 5K4",EPS8883,66 Units,SA,,NORMAL,Acera,31-Oct-25,,"Thursday, October 31, 2024","NORMAC
Year 3 of 3",,,,,,,,
5706,1-Nov-22,"BEXLEY AT THE BOROUGHS
2075 Oak Meadows Drive 
Surrey, BC
V3Z 1J6",EPS7678,"PHASE 1 ? 29
PHASE 2 ? 28
PHASE 3 ? 7
PHASE 4 ? 18

TOTAL ? 82 Units",CL,,PHASED STRATA,BFL Canada,15-Feb-26,,"Saturday, November 30, 2024","NORMAC
Year 2 of 3",,,,,,,,
5708,1-Jan-23,"EPS5393 (2RPP ASP3)
5508 Hollybridge Way
Richmond, BC
V7C 0E2",EPS5393,2 Commercial Strata Lots,CCS,,NORMAL,BFL Canada,27-Apr-26,,,,,,,,,,,
5709,1-Mar-23,"GEORGE
3018 & 3038 St George Street 
Port Moody, BC
V3H 0L3",EPS6752,"Phase One ? 93 Units 
Phase Two ? 86 Units",DC,"Brian/Angie
250-486-8722 (do not give out)
help@browmac.com
Caretakers are on site Monday to Friday between 930am - 230pm.

Director of Browmac 
Kris Hoseman 
kris@imagineservices.ca",PHASED STRATA,BFL Canada,3-Dec-25,,"Tuesday, December 3, 2024","NORMAC
Year 2 of 3",,,$100.00 ,$100.00 ,,,,
5710,1-Feb-23,"EPS5394 (ASP 4)
6928 Pearson Way
Richmond, B.C.
V7C 0C9",EPS5394,4 Commercial Strata Lots,CCS,,NORMAL,BFL Canada,27-Apr-26,,,,,,,,,,,
5711,1-Mar-23,"CEDAR CREEK 2 ? THE SIGNATURE COLLECTION
7588 16th Street, Burnaby, BC V3N 0H8
7599 15th Street, Burnaby, BC V3N 0H9",EPS8576,"PHASE 1 ? 128
PHASE 2 - 133","SR/SB
(SR is Senior PM)
(VC is Admin)","John Policarpio - Building Manager
778-887-1740 (do not give out)
signature.cedarcreek@rservice.ca (do not give out)",PHASED STRATA,BFL Canada,15-Feb-26,6-Mar-25,"Thursday, February 15, 2024","NORMAC
Year 1 of 3",,,$200.00 ,$200.00 ,Yes,31-Aug,,22-Oct-24
5712,4-Feb-23,"TSAWWASSEN WELLNESS CENTRE
2221 Cormorant Drive
Tsawwassen, BC",,n/a,CL,"Building Manager: 
Dina Guerrero
 (236) 788-4862
 tsawwassen.amenity@rservice.ca                                                                                                                                            
Mon - Fri 8:30 a.m. - 4:30 p.m.",CLUB,BFL Canada,1-Apr-26,,,,,,,,,,,
5714,1-May-23,"CHANNEL
629 S Dyke Road, New Westminster",EPS8884,16 TH,SY,Contact PM,NORMAL,Acera,29-Jun-25,,"Tuesday, February 13, 2024","NORMAC
Year 2 of 3",,,,,,,,
5715,1-May-23,"SAVOY
4240 Cambie Street
Vancouver, BC, V5Z 0K6 ",EPS9089,64 Units,SY,"LMC Maintenance Services
604-841-4819 (Ok to give out)
savoy@rservice.ca",NORMAL,BFL,26-Apr-26,,"Saturday, April 26, 2025","NORMAC
Year 3 of 3",,,,,,,,
"5717
Phase 1: 15835 85 Avenue
Phase 2: 15825 85 Avenue
Phase 3: 15858 Fraser Highway
Phase 4: 15815 85 Avenue
Phase 5: 15848 Fraser Highway",1-May-23,"FLEETWOOD VILLAGE 
15835 85 Avenue, Surrey, BC V4N 6W6
15825 85 Avenue, Surrey, BC V4N 6W9
15858 Fraser Highway
15815 85 Avenue
15848 Fraser Highway
Surrey, BC",EPS8270,"Phase 1 - 76 units
Phase 2 - 123 units
Phase 3 - 93 units
Phase 4 - 59 units
Phase 5 - 70 units
199 Units (right now)
421 TH Units in total ",JL,"Irfanul Kabir
778-874-6437 (do not give out)
fleetwoodvillage1@outlook.com (do not give out)",PHASED STRATA,HUB,1-May-26,,,,,,,,,,,
"5718
5718-1: 6320 No. 3 Road
5718-2: 6328 No. 3 Road
5718-3: 8133 Cook Road",1-May-23,"PARAMOUNT
6320 No. 3 Road, Richmond, BC V6Y 0L5
6328 No. 3 Road, Richmond, BC V6Y 0L6 
8133 Cook Road, Richmond, BC V6Y 0L7
",EPS8061,558 Units,"RY
","Building Manager:
Louie Liu 
info@alllcare.com
604-783-7915 (personal do not release to residents) 

Raymond Tsui, weekday morning building manager
Monday to Friday 8am to 4pm
Excluding statutory holidays
Email: theparamountresi1@gmail.com
Cellphone: (604) 315-5898

Candy Shao, weekday evening building manager 
Monday to Friday 1pm to 9pm 
Excluding statutory holidays 
Email: theparamountresi1@gmail.com
Cellphone: (604) 315-5990

Joseph Cheung, weekend building manager 
Saturday and Sunday 10am to 6pm
Excluding statutory holidays 
Email: theparamountresi1@gmail.com
Cellphone: (604) 315-5990",NORMAL,HUB CondoSure ,9-Feb-26,,"Tuesday, September 2, 2025","NORMAC
Year 1 of 3",,,"$200.00


For each move, an owner must submit to the Strata Corporation a $200 move fee. An owner or tenant must, at least seven (7) days prior to the move, book with the building staff an elevator, if one is required.",,,,,
5719,24-Apr-23,"CLARKE + COMO
567 Clarke Road
Coquitlam, BC
V3J 0K7",EPS7495,364 Units,JL,"Jeffrey Babante
604-833-7130 (do not give out)
clarkecomocaretaker@rservice.ca (do not give out)",NORMAL,BFL Canada,12-Nov-25,,"Saturday, May 31, 2025","NORMAC
Year 2 of 3",,,,,,,,
5720,1-Jun-23,"PATINA
1028 Barclay Street
Vancouver, BC
V6E 0B1",BCS4016,256 Units ,SB,"Simran 
778-899-1252 (do not give out)
patinamanager@gmail.com (do not give out)
patinaconcierge@gmail.com",AIRSPACE PARCEL,BFL Canada,31-Mar-26,,"Monday, March 31, 2025","NORMAC
Year 1 of 3",,,,,,,,
5721,1-Sep-23,"PORT & MILL
645 Como Lake Avenue 
 Coquitlam, BC
V3J 0N9
 648 Lea Avenue 
Coquitlam, BC
V3J 0P1",EPS9407,"Building 1 - 88 Units
Building 2 - 87 Units
TOTAL - 175 units",CL,"Bhuwan Budhathoki 
778-875-5570
port.mill@rservice.ca                              bhuwan@alliancecleans.com

Office Hours: 
Monday-Friday 8am-4pm",NORMAL,BFL Canada,15-Jul-25,,"Monday, June 16, 2025","NORMAC
Year 3 of 3",,,,,,,,
5722,TBA,"GALLERIA AT CONCORD GARDENS RENTAL HOUSING UNITS

8555 Capstan Way
Richmond, BC
V6X 0W1

8668 Hazelbridge Way
Richmond, BC
V6X 0W2",EPS9131,12 Units,"MR/CKS
(YF is Admin)",,ACCOUNTING ONLY,BFL Canada,25-May-26,,"Sunday, May 25, 2025","NORMAC
Year 3 of 3",,,,,,,,
5723,1-May-24,"ALASKA
4433 Alaska Street, Burnaby, B.C. 
V5C 0N3",EPS9413,164 Units,DC,"Building Manager
Daniil
alaska@rservice.ca
604-217-6301
Monday to Friday 8:30-16:30",NORMAL,BFL Canada,15-Apr-26,,"Tuesday, April 15, 2025","NORMAC
Year 3 of 3",,,$200.00 ,$200.00 ,,,,
"5724
5724-JT (TH Units 1-24) 
5724-JT: 9180 Hemlock Drive
5724-1: 9180 Hemlock
5724-2: 9188 Hemlock",1-Aug-23,"MAGNOLIA AND CASUARINA AT HAMPTONS PARK
9180 Hemlock Drive ? V6Y 4J5
9188 Hemlock Drive ? V6Y 4J7
Richmond, BC",BCS1691,238 Units,JL,"Nicholas Charbonneau
604-618-5215 (do not give out)
nicholas.rjc@novuscom.net (do not give out)",NORMAL,Hub,1-Mar-26,,,,,,,,,,,
5725,1-Nov-23,"LEGACY ON DUNBAR (RESIDENTIAL)
3596 West 28th Avenue
Vancouver, B.C. 
V6S 2G5",EPS9531,48 Units,"KN
(AW is Admin)","Concierge
604-209-4334 (do not give out)
legacyconcierge@rservice.ca (do not give out)",Residential ASP,BFL Canada,16-Oct-25,,"Wednesday, October 16, 2024","NORMAC
Year 3 of 3",,,,,,,,
5726,1-Nov-23,"LEGACY ON DUNBAR (COMMERCIAL REMAINDER)
4402 ? 4498 Dunbar Street
Vancouver, B.C. 
V6S 2G5",EPS9532,4 Units ,"KN
(AW is Admin)","Concierge
604-209-4334 (do not give out)
legacyconcierge@rservice.ca (do not give out)",Remainder,BFL Canada,16-Oct-25,,"Wednesday, October 16, 2024","NORMAC
Year 3 of 3",,,,,,,,
5730,28-Sep-23,"RIVER PARK 2
ASP 5
105 & 110 6968 Pearson Way
Richmond, BC
V7C 0C8",EPS5395,2 Units ,CCS,,Commercial ASP,BFL Canada,27-Apr-26,,,,,,,,,,,
5731,1-Nov-23,"AVANA
678 Fairview Street 
Coquitlam, B.C.
V3J 0N1",EPS6996,52 Units,SY,avana@rservice.ca,Normal,BFL Canada,25-Oct-25,,"Thursday, November 7, 2024","NORMAC
Year 2 of 3",,,,,,,,
5732,1-Dec-23,"PRESTON
32690 - 14th Avenue
Mission, BC 
V2V 0K5",EPS9773,103 Units,CG,,Normal,Hub,16-Nov-25,,"Sunday, November 3, 2024","NORMAC
Year 2 of 3",,,,,,,,
5733,n/a,"THE BOROUGHS AMENITIES
(Shared Amenities in Holloway, Bexley and Chelsea)",n/a,n/a,SA,,Club,Each Strata is responsible,N/A,,,,,,,,,,,
5734,1-Feb-24,"E15 JUST OFF MAIN
322 East 15th Avenue

Townhomes
302, 304, 306, 308, 310, 312, 314, 316, 318, 320, 324, 326, 328, 330, 332, 334, 336, 338, 340 East 15th Avenue
 3130, 3132, 3134, 3136, 3138, 3140 Sophia Street
Vancouver, BC",EPS9925,49 Units,HB,"John Paul Ojeda
236-333-7046 (Ok to give out)
E15@rservice.ca",Normal ,BFL Canada,31-Dec-25,,"Saturday, January 4, 2025","NORMAC
Year 2 of 3",,,,,,,,
5735,1-Jan-24,"WEMBLEY
4991 No. 5 Road
Richmond, B.C. 
V6X 0S9",EPS5423,"Phase 1 ? 15 Units
Phase 2 ? 16 Units
Phase 3 ? 17 Units
Phase 4 ? 29 Units
Phase 5 ? 32 Units

TOTAL ? 109 Units","KZ
",,Normal ,BFL Canada,13-Mar-26,,"Thursday, March 13, 2025","NORMAC
Year 1 of 3",,,,,,,,
5736,1-Jan-24,"THE PARAMOUNT OFFICE
6388 No. 3 Road
Richmond, BC
V6Y 0L4",EPS8060,84 Units ,CCS,"Samuel Chu
778-828-2831
paramountoffice@rservice.ca",Commercial ASP,BFL Canada,13-Jan-26,,,,,,,,,,,
5737,1-Feb-24,"THE NEWMARK 
(Residential Section)
4888 Hazel Street
Burnaby, BC
V5H 4T4",LMS3131,"105 Residential Units
53 Commercial Units
TOTAL ? 158 Units",MC,"Building Manager: Eddie Boy Catacutan 
Telephone: 236-862-2012 
Mondays to Thursdays except Statutory Holiday (8 a.m. to noon) 
Email: ed@linis.com ",Sectioned Strata,BFL Canada,1-Mar-26,,"Saturday, March 1, 2025","NORMAC
Year 1 of 3",,,,,,,,
5739,1-Apr-24,"HILLSIDE EAST
4880 Lougheed Highway 
Burnaby, B.C. V5C 0N1
4890 Lougheed Highway 
Burnaby, B.C. V5C 0N2",EPS8519,900 Units,FY,"Concierge
hillsideeast@rservice.ca
604-830-4780

Building Manager, David Lam
604-818-9092 (do not give out)
lamd@allbrightservices.ca",Normal ,BFL Canada,21-Mar-26,,"Friday, March 21, 2025","NORMAC
Year 2 of 3",,,,,,,,
5741,1-Mar-24,"THE COLLECTION
3261, 3263, 3269, 3277, 3283, 3285, 3287, 3289, 3293, 3299 Chippendale Road
West Vancouver",EPS8014,10 Units,"MC
(Admin Pool is Admin)",,Bareland Strata ,BFL Canada,1-May-26,,"Thursday, May 1, 2025","NORMAC
Year 2 of 3",,,,,,,,
5742,1-Apr-24,"CEDAR GROVE
Building A ? 15238 100 Avenue, Surrey, BC, V3R 7T9
Building B ? 15268 100 Avenue, Surrey, BC, V3R 7V1
Building C ? 15288 100 Avenue, Surrey, BC, V3R 7V2",NW1676,"Building A ? 51 Units
Building B ? 51 Units
Building C ? 51 Units

TOTAL ? 153 Residential Units",SC,"Sukhminder Sidhu
sukhie1970@hotmail.com
604-498-0712",Normal ,Acera,1-Apr-26,,"Tuesday, April 1, 2025","NORMAC
Year 1 of 3",,,,,,,,
5743,1-Jun-24,"CASCADIA
6951 204 Street
Langley, BC
V2Y 3W4",EPS9777,"233 TH Units
Phase 1 - 25
Phase 2 - 17
Phase 3 - 23
Phase 4 - 20
Phase 5 - 22
Phase 6 - 19
Phase 7 - 23
Phase 8 - 13
Phase 9 - 14
Phase 10 - 17
Phase 11 - 22
Phase 12 - 18",CL,,Phased Strata,BFL Canada,"2-May-26 

(Strata Lots 1-85)",,"Tuesday, March 25, 2025
(Phase 1 - 4)","NORMAC
Year 1 of 3",,,,,,,,
5744,1-Jun-24,"VOYCE
5168 Cambie Street
Vancouver, B.C.
V5Z 0K7",EPS9592,81 Units,EL,,Normal,BFL Canada,27-May-26,,"Tuesday, May 27, 2025","NORMAC
Year 2 of 3",,,,,,,,
5745,1-May-24,"LILIBET
520-570 West 28th Avenue
580-590 West 28th Avenue
4406-4426 Ash Street
Vancouver, B.C.",EPS10172,58 Units,HB,"Part Time Caretaker (3x/month)
Email: info@concordeservices.com
Phone: 604-880-7583",Normal,Acera,1-Jul-25,,"Saturday, April 12, 2025","NORMAC
Year 2 of 3",,,,,,,,
5746,1-May-24,"SPARK
4033 May Drive
Richmond, BC
V6X 0T3",EPS6727,135 Units,SY,"Eduardo Monroy
236-866-9997
bm.eps6727@gmail.com",Normal,Hub,20-Aug-25,,"Wednesday, August 20, 2025","NORMAC
Year 2 of 3",,,,,,,,
5747,1-Aug-24,"TOWNHOMES AT EVELYN  WALK
790-796 Arthur Erickson Place
West Vancouver, BC",EPS9754,4 Units,SA,,Accounting Contract,BFL Canada,23-Jul-25,,"Wednesday, July 23, 2025","NORMAC
Year 2 of 3",,,,,,,,
5748,1-May-24,"HIGHSTREET VILLAGE TOWNHOMES 
30530 Cardinal Avenue
Abbotsford, BC
V2T 0L5",EPS10001,"Phase 1 ? 31 TH
Phase 2 ? 32 TH
Phase 3 ? 15 TH
Phase 4 ? 38 TH
Phase 5 ? 15 TH
Phase 6 ? 16 TH

TOTAL ? 147 TH
",CG,,"Normal, Phased Strata",BFL Canada,29-Mar-26,,"March 10, 2025
(Phase 1-3)","NORMAC
Year 1 of 3",,,,,,,,
"5749
5749C (545) = Units 141-146, 241-246 & 441-446
5749D (565) = Units 161-164 & 461-464
5749E (555) = Units 151-157 & 351-357
5749F (535) = Units 131-138",1-Jul-24,"TRAILS 2
535, 545, 555, 565 East 2nd Street 
North Vancouver, BC
V7L 1E1",EPS10157,48 Units,KD,,Normal,BFL Canada,10-Jun-26,,"Wednesday, May 28, 2025","NORMAC
Year 2 of 3",,,,,,,,
5750,1-Aug-24,"GILMORE TOWER 1
2186 Gilmore Avenue
Burnaby, BC
V5C 0N7",EPS8857,518 Units,JT,"Head Concierge
Gurleen
Cell: 672-336-9306 (do NOT give out)
Email: Gilmore1concierge@rservice.ca",ASP,BFL Canada,15-Jul-25,,"Tuesday, July 15, 2025","SUNCORP
Year 2",,,,,,,,
5751,1-Jun-24,"PARK W29
531 West 29th Avenue
Vancouver, BC
V5Z 2H8",EPS8695,30 Units,SA,,Normal,BFL Canada,9-Feb-26,,,,,,,,,,,
5752,1-May-24,"THE INN AT WHISTLER VILLAGE
4250 Village Stroll
Whistler, B.C.
V8E 1E3",VR960,39 Units,CKS,,Accounting  ,JT Insurance ,31-Dec-25,,"Tuesday, December 31, 2024","NORMAC
Year 1 of 3",,,,,,,,
5753,1-Jan-25,"HEARTWOOD
3535 Highland Drive
3522 Harper Road
Coquitlam, B.C.",EPS10464,"Phase 1 ? 7 Units
Phase 2 ? 12 Units
Phase 3 ? 24 Units
Phase 4 ? 21 Units
Phase 5 ? 17 Units",CL,,"Phased Strata, Normal",Acera,"25-Oct-25
(Phases 1-3)",,"Wednesday, June 25, 2025 (Phases 1-3)","NORMAC
Year 1 of 3",,,,,,,,
5754,1-Sep-24,"CANVAS
5504 Brydon Crescent
Langley, BC 
V3A 0R3",EPS10139,92 Units,CG,,Normal,HUB (South Fraser Way),6-Aug-25,,"Saturday, July 12, 2025","NORMAC
Year 2 of 3",,,,,,,,
5756,1-Jan-25,"BRIGHOUSE 22
8699 Spires Road
8968 Cook Crescent
Richmond, BC V6Y 1W4",EPS9274,22 Units,LZ,,Normal Strata,BFL,27-Dec-25,,"Thursday, July 3, 2025","NORMAC
Year 2 of 3",,,,,,,,
5757,1-Aug-24,"SOLEIL 
(RESIDENTIAL ASP)
1588 Johnston Road
White Rock, BC V4B 0C5
",EPS10169,178 Units,CL,"Building Manager: 
Taranjeet Singh
 604-735-0971
 soleil@rservice.ca",Residential ASP,Acera,1-Jul-25,,"Tuesday, July 1, 2025","NORMAC
Year 2 of 3",,,,,,,,
